State,Area_Name,PCTPOVALL_2015,PCTPOV017_2015,MEDHHINC_2015
MN,Norman County,11.7,17.6,50775
MN,Olmsted County,8.9,11.1,70063
MN,Otter Tail County,9.7,14.1,55357
MN,Pennington County,10.4,12,51341
MN,Pine County,13.9,18.6,46332
MN,Pipestone County,11,15.7,51939
MN,Polk County,11.8,16.2,54270
MN,Pope County,8.4,13,53267
MN,Ramsey County,15.1,22.5,57299
MN,Red Lake County,9.7,12,52244
MN,Redwood County,11,15.4,48520
MN,Renville County,9.5,15.2,56835
MN,Rice County,9.2,11.2,59863
MN,Rock County,9.7,12.6,55462
MN,Roseau County,9.4,12,54416
MN,St. Louis County,13.4,15.2,50141
MN,Scott County,5.1,6,92898
MN,Sherburne County,7.5,8.1,79495
MN,Sibley County,8.9,12.3,57052
MN,Stearns County,13.5,14.3,55244
MN,Steele County,9.4,13.2,60970
MN,Stevens County,10.9,8.6,54323
MN,Swift County,11.9,15.2,47130
MN,Todd County,12.8,19.3,48840
MN,Traverse County,14.4,22.7,46764
MN,Wabasha County,6.9,9.7,57873
MN,Wadena County,15,19.6,45597
MN,Waseca County,9.9,13.6,54495
MN,Washington County,5.1,6,88329
MN,Watonwan County,11.3,16.7,48044
MN,Wilkin County,9.8,13.2,56583
MN,Winona County,12.7,12.7,54367
MN,Wright County,5.1,6.1,76407
MN,Yellow Medicine County,12.5,15,51569
MS,Mississippi,22.1,31.5,40630
MS,Adams County,29.6,43.8,32673
MS,Alcorn County,19.6,29.5,41383
MS,Amite County,22.2,33.7,37085
MS,Attala County,22.9,34.1,32988
MS,Benton County,25.3,38.3,32467
MS,Bolivar County,36.1,47.8,30311
MS,Calhoun County,23,33.7,33906
MS,Carroll County,19,27.1,39439
MS,Chickasaw County,26.6,38.8,31937
MS,Choctaw County,24.5,36.7,35370
MS,Claiborne County,46.3,54,26959
MS,Clarke County,21.8,33.4,38362
MS,Clay County,27.6,42.1,32360
MS,Coahoma County,35,49.3,25948
MS,Copiah County,26.1,39.1,34723
MS,Covington County,22.4,35,36206
MS,DeSoto County,10,13,60610
MS,Forrest County,26.6,32.2,35198
MS,Franklin County,20.6,30.8,36391
MS,George County,17.1,24.6,48212
MS,Greene County,22.6,26.4,42699
MS,Grenada County,21.3,32.4,35163
MS,Hancock County,20.8,30.1,45911
MS,Harrison County,22,33.6,42370
MS,Hinds County,27.1,38.7,39158
MS,Holmes County,43.3,53.6,24065
MS,Humphreys County,41.5,60.2,25625
MS,Issaquena County,40.4,46,28859
MS,Itawamba County,18.1,25.4,39296
MS,Jackson County,16.1,23,46339
MS,Jasper County,22.8,31.8,35092
MS,Jefferson County,39.3,44.6,26405
MS,Jefferson Davis County,30.5,44.2,28845
MS,Jones County,23.2,32.3,36413
MS,Kemper County,31.9,43.1,30381
MS,Lafayette County,21,20.2,43435
MS,Lamar County,16.4,21.3,53205
MS,Lauderdale County,22,33.2,38334
MS,Lawrence County,20.9,31.8,39460
MS,Leake County,24.3,38.9,35804
MS,Lee County,17.4,25.2,43098
MS,Leflore County,42.3,55.3,26520
MS,Lincoln County,20,27.8,40627
MS,Lowndes County,23.5,36.3,41880
MS,Madison County,12.7,18.5,67482
MS,Marion County,24.2,36.5,34742
MS,Marshall County,23.3,37.3,38006
MS,Monroe County,20.7,30.6,38893
MS,Montgomery County,25.8,38.3,34264
MS,Neshoba County,25.5,34.7,38068
MS,Newton County,22.7,31.4,36991
MS,Noxubee County,34.3,46.9,28041
MS,Oktibbeha County,27.1,30.8,38011
MS,Panola County,24.8,38.5,35517
MS,Pearl River County,21,30.6,43420
MS,Perry County,21,32.8,37777
MS,Pike County,30.1,43.1,31976
MS,Pontotoc County,15.6,25.6,39977
MS,Prentiss County,19.5,28.2,38550
MS,Quitman County,38.2,56.8,26467
MS,Rankin County,9.7,14.2,58426
MS,Scott County,21.7,31.5,34469
MS,Sharkey County,34.3,53.7,27589
MS,Simpson County,24.5,35.3,37742
MS,Smith County,19.5,27.1,40637
MS,Stone County,20.5,30,42295
MS,Sunflower County,39.3,50.6,28184
MS,Tallahatchie County,32.9,45.2,29474
MS,Tate County,19.2,29.1,43376
MS,Tippah County,18.2,27.2,38297
MS,Tishomingo County,17.1,24.9,37740
MS,Tunica County,28.9,46.2,30970
MS,Union County,17,25.1,42120
MS,Walthall County,27.6,42.1,31202
MS,Warren County,21.6,32.8,40465
MS,Washington County,36.2,51.4,27539
MS,Wayne County,24.5,35.8,35989
MS,Webster County,20.5,30.2,40214
MS,Wilkinson County,34.5,42.4,28535
MS,Winston County,26.6,38.9,35216
MS,Yalobusha County,22.4,33.4,36062
MS,Yazoo County,34.2,43.4,34218
MO,Missouri,14.8,20.4,50200
MO,Adair County,21.9,23.3,40222
MO,Andrew County,9.5,12.9,58675
MO,Atchison County,13,17.3,46339
MO,Audrain County,18.7,26.9,42480
MO,Barry County,20.7,29.7,37467
MO,Barton County,18,26.9,39633
MO,Bates County,14.1,22.5,45887
MO,Benton County,18.7,31.8,34156
MO,Bollinger County,18.3,27,41623
MO,Boone County,17.7,14.6,50865
MO,Buchanan County,17.3,23.7,48294
MO,Butler County,23.4,36.7,35509
MO,Caldwell County,12.7,19.7,44470
MO,Callaway County,13.9,21.2,50514
MO,Camden County,14.9,26.1,49393
MO,Cape Girardeau County,16.4,19.4,49615
MO,Carroll County,15.7,22.7,43638
MO,Carter County,21.4,36.3,32269
MO,Cass County,9.2,12.3,62996
MO,Cedar County,19.9,33.7,37654
MO,Chariton County,13.3,18.8,46230
MO,Christian County,10.4,14.3,54044
MO,Clark County,14.7,22.5,43225
MO,Clay County,7.8,9.7,65106
MO,Clinton County,10.4,15.1,59655
MO,Cole County,11.9,16.2,56393
MO,Cooper County,14.4,19.9,46632
MO,Crawford County,19.4,28.6,38491
MO,Dade County,17.5,27.6,38516
MO,Dallas County,18.1,29.4,37780
MO,Daviess County,15.3,27.6,43135
MO,DeKalb County,20,18.5,44429
MO,Dent County,21.5,31,36808
MO,Douglas County,23.1,35.5,32979
MO,Dunklin County,27.6,39,31920
MO,Franklin County,11.4,16.3,50438
MO,Gasconade County,12.1,19.2,47717
MO,Gentry County,14.9,21.4,43811
MO,Greene County,17.7,21.4,43885
MO,Grundy County,19.1,27.8,38763
MO,Harrison County,18,26.9,38005
MO,Henry County,18.8,26.7,42455
MO,Hickory County,23.8,39.3,31320
MO,Holt County,13.7,20.3,42845
MO,Howard County,15.9,20.9,44634
MO,Howell County,19.9,30,36604
MO,Iron County,22.9,34.4,33415
MO,Jackson County,17.6,25,48364
MO,Jasper County,16,22.6,43724
MO,Jefferson County,10.5,13.6,58747
MO,Johnson County,16.3,17.2,44109
MO,Knox County,18.7,30.4,40356
MO,Laclede County,17.4,25.9,40741
MO,Lafayette County,12.2,18,50325
MO,Lawrence County,18.3,27.3,41619
MO,Lewis County,16.3,24.7,45592
MO,Lincoln County,11.3,15.4,54584
MO,Linn County,17.4,26.6,39618
MO,Livingston County,18.8,26.2,40808
MO,McDonald County,20.1,31,37939
MO,Macon County,14.6,23.2,41080
MO,Madison County,19.3,29.6,35745
MO,Maries County,15.4,24.4,43970
MO,Marion County,17.7,23.4,41297
MO,Mercer County,14.2,21.9,43244
MO,Miller County,18.7,27.3,40077
MO,Mississippi County,26.6,38,33283
MO,Moniteau County,14.7,20.4,50525
MO,Monroe County,14,22.8,44048
MO,Montgomery County,17,26.2,41470
MO,Morgan County,23.1,33.1,39219
MO,New Madrid County,23.9,36.9,36386
MO,Newton County,14.5,20.7,46125
MO,Nodaway County,22.9,16.8,44119
MO,Oregon County,24.7,39.8,33573
MO,Osage County,9.6,11.4,55962
MO,Ozark County,27.7,41.3,31838
MO,Pemiscot County,28,41.3,29621
MO,Perry County,11.1,15.7,47226
MO,Pettis County,15.1,22.5,42137
MO,Phelps County,19.1,25.1,40676
MO,Pike County,18.2,25.6,43007
MO,Platte County,7.6,9.5,72548
MO,Polk County,17.5,26,41326
MO,Pulaski County,16.2,17.5,46756
MO,Putnam County,18,27.8,37286
MO,Ralls County,11.5,16.1,51015
MO,Randolph County,20,26.5,39976
MO,Ray County,11.1,16.1,54361
MO,Reynolds County,21.5,34.3,34076
MO,Ripley County,25.4,39.3,34069
MO,St. Charles County,6.3,7.8,74009
MO,St. Clair County,22.6,36.2,35128
MO,Ste. Genevieve County,10.9,16.6,52806
MO,St. Francois County,18.2,25.4,41222
MO,St. Louis County,10.3,14,61569
MO,Saline County,16.5,22.4,41958
MO,Schuyler County,18.3,31.6,37851
MO,Scotland County,15.8,25,41324
MO,Scott County,18.1,25.8,40285
MO,Shannon County,23.9,42.6,28171
MO,Shelby County,16.8,24.4,41696
MO,Stoddard County,19,26.4,38773
MO,Stone County,14.8,25.8,42186
MO,Sullivan County,17.4,23.2,41405
MO,Taney County,16,25,39320
MO,Texas County,23.3,33.4,34935
MO,Vernon County,18.5,28.1,40186
MO,Warren County,12.3,18.8,51933
MO,Washington County,20.7,32.6,37986
MO,Wayne County,24.3,37.7,32566
MO,Webster County,19.2,30.1,43418
MO,Worth County,15.9,25.3,43443
MO,Wright County,24.1,37.5,32634
MO,St. Louis city,25.5,39.3,37948
MT,Montana,14.4,18.8,49650
MT,Beaverhead County,17,20.7,41083
MT,Big Horn County,31,39.5,41008
MT,Blaine County,29.6,40.4,34667
MT,Broadwater County,10.8,15.8,51360
MT,Carbon County,11.7,15,49389
MT,Carter County,13.9,23.1,46398
MT,Cascade County,14.4,19.2,45597
MT,Chouteau County,17.6,22.9,40280
MT,Custer County,12.2,16.2,47510
MT,Daniels County,10.2,9.6,43918
MT,Dawson County,11,12.4,56648
MT,Deer Lodge County,18.1,23.2,37979
MT,Fallon County,7.7,9.9,59928
MT,Fergus County,13.6,18,43823
MT,Flathead County,14,18.8,48063
MT,Gallatin County,10.9,9.9,57358
MT,Garfield County,14.2,18.5,45987
MT,Glacier County,28.1,37.5,31666
MT,Golden Valley County,20.2,31.3,37883
MT,Granite County,14.1,24,43470
MT,Hill County,21.2,24.8,44178
MT,Jefferson County,9.8,13.1,62508
MT,Judith Basin County,13.8,14.2,45472
MT,Lake County,20.8,29.2,39383
MT,Lewis and Clark County,12.2,15.1,56755
MT,Liberty County,17,20.8,40052
MT,Lincoln County,20.3,32.2,37281
MT,McCone County,13.9,16.6,44387
MT,Madison County,11.4,17.1,49872
MT,Meagher County,17.3,31.8,41391
MT,Mineral County,16.4,26.6,39584
MT,Missoula County,15.8,16.8,44998
MT,Musselshell County,17.7,27.7,41791
MT,Park County,12.7,16.9,45642
MT,Petroleum County,15.4,23.3,42919
MT,Phillips County,16.4,21.4,38105
MT,Pondera County,20.1,29.3,41168
MT,Powder River County,10.7,14.3,50491
MT,Powell County,18.1,20.1,42755
MT,Prairie County,12.5,18.8,42187
MT,Ravalli County,14.9,22.9,48468
MT,Richland County,7,10.2,68196
MT,Roosevelt County,24.3,32.7,39147
MT,Rosebud County,18.8,25,51732
MT,Sanders County,18.7,28.3,36564
MT,Sheridan County,9.4,10.3,50857
MT,Silver Bow County,16.7,21.9,42658
MT,Stillwater County,9.1,10.3,60052
MT,Sweet Grass County,10.7,14.2,48361
MT,Teton County,12.4,19.9,47598
MT,Toole County,17,19.6,43879
MT,Treasure County,11.8,19.7,49679
MT,Valley County,12.1,17.1,46698
MT,Wheatland County,20.1,33.3,35665
MT,Wibaux County,10.1,14,49533
MT,Yellowstone County,10.4,14.1,57326
NE,Nebraska,12.2,15.9,55073
NE,Adams County,12.7,16.3,48579
NE,Antelope County,12.2,16.7,48546
NE,Arthur County,13.2,18,50753
NE,Banner County,11.9,21.1,54115
NE,Blaine County,16.6,27.3,44824
NE,Boone County,9.2,12.7,54070
NE,Box Butte County,11.6,15.7,54652
NE,Boyd County,12.2,19.8,42539
NE,Brown County,12.6,19.5,46856
NE,Buffalo County,13,12,55813
NE,Burt County,11.6,16.6,49792
NE,Butler County,8.1,10.4,55542
NE,Cass County,7.1,9.8,66519
NE,Cedar County,9.4,12.4,56092
NE,Chase County,8.2,11,55319
NE,Cherry County,11.7,18,54564
NE,Cheyenne County,9,11.1,57255
NE,Clay County,10.2,14.7,51431
NE,Colfax County,10.9,14.7,50744
NE,Cuming County,9.9,13,56995
NE,Custer County,11.6,16.1,51014
NE,Dakota County,14.6,20.7,49093
NE,Dawes County,17.8,20.5,44135
NE,Dawson County,12.6,16.7,47991
NE,Deuel County,11.1,18.7,47641
NE,Dixon County,9.3,12.2,52152
NE,Dodge County,11.6,15.1,48969
NE,Douglas County,14.5,20,58405
NE,Dundy County,13.2,19.2,45745
NE,Fillmore County,9.8,12.8,54086
NE,Franklin County,13.3,19.7,44911
NE,Frontier County,12.6,19,50700
NE,Furnas County,13.4,18.4,40032
NE,Gage County,10.2,15,50746
NE,Garden County,14.8,27.3,42186
NE,Garfield County,11.9,15.5,44643
NE,Gosper County,9.1,16.5,56882
NE,Grant County,9.2,6.7,56646
NE,Greeley County,12.2,20.1,44920
NE,Hall County,13.5,19.5,50093
NE,Hamilton County,7.3,8.9,65103
NE,Harlan County,12,17.4,47844
NE,Hayes County,14.7,23.8,50516
NE,Hitchcock County,14.1,20.4,43054
NE,Holt County,11.9,15.9,50434
NE,Hooker County,8.1,11.5,42989
NE,Howard County,10.4,13.6,52464
NE,Jefferson County,12.3,17.1,46812
NE,Johnson County,13.2,14.1,47382
NE,Kearney County,8.6,11.9,50645
NE,Keith County,10.9,19,46888
NE,Keya Paha County,15.1,20.8,45886
NE,Kimball County,12.7,19.1,45769
NE,Knox County,13.7,20.1,45566
NE,Lancaster County,13.5,14.1,54422
NE,Lincoln County,12.3,16.3,53856
NE,Logan County,8.9,13.3,51098
NE,Loup County,15.3,24.3,52862
NE,McPherson County,12.1,20,57175
NE,Madison County,13.8,17.6,51330
NE,Merrick County,10.4,15.1,51219
NE,Morrill County,13.5,20.1,49082
NE,Nance County,13.2,16.5,46958
NE,Nemaha County,13.1,15.1,52034
NE,Nuckolls County,12.5,19.4,41956
NE,Otoe County,10.6,14.3,53015
NE,Pawnee County,13.2,22.1,43646
NE,Perkins County,10.1,13.4,58066
NE,Phelps County,10.4,13.8,55566
NE,Pierce County,9.4,11.6,56744
NE,Platte County,8.3,11.3,58554
NE,Polk County,7.9,10.8,61965
NE,Red Willow County,11.8,15.9,49308
NE,Richardson County,13,19.8,44648
NE,Rock County,14.2,18.3,51447
NE,Saline County,10,13.3,55850
NE,Sarpy County,5.8,7.5,73856
NE,Saunders County,8.8,11.3,61025
NE,Scotts Bluff County,15.1,22.8,43428
NE,Seward County,7.5,7.6,62455
NE,Sheridan County,14.3,23.4,47005
NE,Sherman County,12.5,18.9,42643
NE,Sioux County,14,20.5,55606
NE,Stanton County,8.5,12,56423
NE,Thayer County,10.2,14.9,48947
NE,Thomas County,12.6,17.8,48754
NE,Thurston County,25.6,35.6,42290
NE,Valley County,12.2,16.2,49929
NE,Washington County,6.7,8.4,68435
NE,Wayne County,12,11.6,54503
NE,Webster County,12.9,14.8,40444
NE,Wheeler County,11.4,18.4,55106
NE,York County,10.1,14.2,59500
NV,Nevada,14.9,21.6,52544
NV,Churchill County,13.1,19.3,54134
NV,Clark County,15.4,22.6,51624
NV,Douglas County,9.4,15.2,63620
NV,Elko County,9.9,12.6,76518
NV,Esmeralda County,14.7,20.7,49057
NV,Eureka County,9.5,12,65459
NV,Humboldt County,9.4,15,68060
NV,Lander County,10.8,14.4,76713
NV,Lincoln County,14.3,17.8,51788
NV,Lyon County,13.8,22.6,51934
NV,Mineral County,18,33.6,42164
NV,Nye County,17.5,28.6,43819
NV,Pershing County,18.3,19.9,54416
NV,Storey County,7.8,13.1,61594
NV,Washoe County,13.8,18.3,56457
NV,White Pine County,14.1,19.3,54975
NV,Carson City,16.4,23.1,47015
NH,New Hampshire,8.4,11,70003
NH,Belknap County,8.8,13.5,63377
NH,Carroll County,9.6,17.7,54351
NH,Cheshire County,9.9,14,60339
NH,Coos County,16.1,23.4,40286
NH,Grafton County,11.2,14.9,57827
NH,Hillsborough County,8,10.2,73474
NH,Merrimack County,8.3,10.7,68148
NH,Rockingham County,5.2,6.5,87103
NH,Strafford County,11.4,13.6,60931
NH,Sullivan County,11.2,17.5,53804
NJ,New Jersey,10.8,15.5,72337
NJ,Atlantic County,14.1,21.9,53296
NJ,Bergen County,7.1,8.6,88512
NJ,Burlington County,7.7,10,74844
NJ,Camden County,13.1,19.6,63589
NJ,Cape May County,10.5,18.1,55632
NJ,Cumberland County,17.2,25.5,50259
NJ,Essex County,16.8,24.1,52206
NJ,Gloucester County,7.7,9.8,76780
NJ,Hudson County,17.7,27,60053
NJ,Hunterdon County,5,4.6,102797
NJ,Mercer County,11.2,15.2,72172
NJ,Middlesex County,8.5,10.8,78249
NJ,Monmouth County,7.5,10,86722
NJ,Morris County,5.3,5.8,101754
NJ,Ocean County,10.9,18.9,63478
NJ,Passaic County,17.3,26.3,55723
NJ,Salem County,11.9,18.5,63988
NJ,Somerset County,5.5,7,99059
NJ,Sussex County,5.6,7,84431
NJ,Union County,10.6,15.7,70581
NJ,Warren County,7.7,10.7,71672
NM,New Mexico,19.8,27.2,45524
NM,Bernalillo County,19,25,47870
NM,Catron County,23.4,44.9,36570
NM,Chaves County,21.1,28.8,39265
NM,Cibola County,29.2,37.9,35580
NM,Colfax County,19.7,29.8,37269
NM,Curry County,21.7,29.3,41879
NM,DeBaca County,20.2,32.6,33427
NM,Dona Ana County,25.7,38.8,39421
NM,Eddy County,12.3,17.1,60407
NM,Grant County,20.5,30.1,39792
NM,Guadalupe County,23.9,31.6,31710
NM,Harding County,14.3,20.9,39561
NM,Hidalgo County,25.2,35.4,34336
NM,Lea County,14.3,18.3,54686
NM,Lincoln County,17.8,32.3,40297
NM,Los Alamos County,4,4.1,107126
NM,Luna County,30.9,41.2,27151
NM,McKinley County,34.1,39.2,29040
NM,Mora County,23.9,35.5,31816
NM,Otero County,23,33.6,38381
NM,Quay County,23,35.7,29047
NM,Rio Arriba County,24.2,30.6,37319
NM,Roosevelt County,20.4,26.6,38053
NM,Sandoval County,11.2,15.7,62833
NM,San Juan County,18.8,23.5,49173
NM,San Miguel County,28.7,35.9,32303
NM,Santa Fe County,13.1,18.6,55247
NM,Sierra County,28.7,43.6,29432
NM,Socorro County,23.5,40.7,33673
NM,Taos County,19.9,32,37092
NM,Torrance County,26.2,36.7,35950
NM,Union County,17.1,26.3,36715
NM,Valencia County,19.8,27,42395
NY,New York,15.5,22.3,60805
NY,Albany County,12.6,16.4,57312
NY,Allegany County,16.8,25.6,44331
NY,Bronx County,30.3,42.6,35102
NY,Broome County,17.7,23.2,46067
NY,Cattaraugus County,18,26.1,40933
NY,Cayuga County,12.7,20.3,51925
NY,Chautauqua County,17.2,28.2,43973
NY,Chemung County,14.9,23.2,51285
NY,Chenango County,14.3,23.3,49082
NY,Clinton County,17.5,22.3,46747
NY,Columbia County,13.6,19.4,58335
NY,Cortland County,16.2,20,49894
NY,Delaware County,16.9,27.1,42907
NY,Dutchess County,10.4,12.9,71348
NY,Erie County,15.6,24.3,52176
NY,Essex County,12.2,19.3,52282
NY,Franklin County,18.3,26.2,45682
NY,Fulton County,17.9,26.9,46543
NY,Genesee County,13.4,19.4,53771
NY,Greene County,16.4,24.3,48144
NY,Hamilton County,11.1,19.4,47997
NY,Herkimer County,12.7,20.3,49504
NY,Jefferson County,14.1,21.1,50179
NY,Kings County,22.3,31.5,51026
NY,Lewis County,14,22.4,50846
NY,Livingston County,13.2,16.4,53945
NY,Madison County,12.9,18.1,58094
NY,Monroe County,14.8,22,54204
NY,Montgomery County,18.4,27.9,44414
NY,Nassau County,6.1,8.4,101568
NY,New York County,17.6,24.9,75136
NY,Niagara County,15.5,23.3,48517
NY,Oneida County,18,29.8,47390
NY,Onondaga County,14.6,20.8,57114
NY,Ontario County,9.6,13.7,58085
NY,Orange County,12.1,20.1,71162
NY,Orleans County,14.2,22.6,48126
NY,Oswego County,17.4,25.2,49391
NY,Otsego County,16.8,19.9,47942
NY,Putnam County,6,6.5,90497
NY,Queens County,13.9,19.6,60241
NY,Rensselaer County,12,18.2,60117
NY,Richmond County,14.2,18.3,71058
NY,Rockland County,14,23,84249
NY,St. Lawrence County,18.5,23.4,42811
NY,Saratoga County,6.4,8.5,75029
NY,Schenectady County,12,18.3,59432
NY,Schoharie County,13.7,21.2,50588
NY,Schuyler County,12.5,19.9,49664
NY,Seneca County,14.1,21.2,49813
NY,Steuben County,15.4,22.7,47352
NY,Suffolk County,7.8,10.7,87634
NY,Sullivan County,18.1,29.2,49161
NY,Tioga County,11.7,17.8,57541
NY,Tompkins County,20.1,16.8,55839
NY,Ulster County,14,18.3,58328
NY,Warren County,11.3,17,54492
NY,Washington County,13.3,20.4,51188
NY,Wayne County,12.2,16.9,51273
NY,Westchester County,10.1,13.1,85688
NY,Wyoming County,13.3,17.3,52796
NY,Yates County,13.6,22.1,46392
NC,North Carolina,16.4,23.4,47884
NC,Alamance County,18.9,26.1,41566
NC,Alexander County,15.5,22.3,41092
NC,Alleghany County,22.9,35.9,36113
NC,Anson County,25.2,35.6,35307
NC,Ashe County,20.2,31.8,35238
NC,Avery County,19.7,29.9,37120
NC,Beaufort County,19.2,33.3,41725
NC,Bertie County,24.8,35.9,31967
NC,Bladen County,25.4,35.2,33882
NC,Brunswick County,14.3,24.5,48831
NC,Buncombe County,15.2,23.2,45094
NC,Burke County,16.7,23.6,42711
NC,Cabarrus County,10.8,15.2,57881
NC,Caldwell County,16.2,23.9,39636
NC,Camden County,9.7,13.7,62000
NC,Carteret County,13.8,22.7,50837
NC,Caswell County,20.1,29.8,40504
NC,Catawba County,15.1,20.8,41745
NC,Chatham County,11.6,18,58860
NC,Cherokee County,18.3,30.9,38284
NC,Chowan County,19.4,33,40794
NC,Clay County,17.4,31.9,38980
NC,Cleveland County,19.8,29.4,40237
NC,Columbus County,24,34.1,34478
NC,Craven County,15,24.2,47805
NC,Cumberland County,18.8,27.6,42380
NC,Currituck County,10.4,17,66426
NC,Dare County,10.3,17.8,53585
NC,Davidson County,14.1,21.3,46400
NC,Davie County,12.3,18.4,52525
NC,Duplin County,24.9,34.1,38397
NC,Durham County,17.1,26,53875
NC,Edgecombe County,27.8,42.6,32529
NC,Forsyth County,18.1,28.5,47346
NC,Franklin County,16,22.5,48009
NC,Gaston County,17.3,25,45031
NC,Gates County,16.7,23.5,46387
NC,Graham County,21,32.6,33827
NC,Granville County,16,21.8,50314
NC,Greene County,25.4,34.5,35060
NC,Guilford County,15.7,23.5,48283
NC,Halifax County,27.9,39.1,31952
NC,Harnett County,17.7,23.8,48301
NC,Haywood County,17.6,27.3,43573
NC,Henderson County,13.1,21.1,47280
NC,Hertford County,26.9,37.6,34453
NC,Hoke County,19.9,28.5,42819
NC,Hyde County,23,30.7,37074
NC,Iredell County,14.2,19.3,55848
NC,Jackson County,20.9,27.3,41537
NC,Johnston County,13,18.7,52681
NC,Jones County,21.4,36.5,39688
NC,Lee County,17.1,25.8,44294
NC,Lenoir County,22.7,36.9,37085
NC,Lincoln County,13.4,20.4,49343
NC,McDowell County,18.8,26.8,37430
NC,Macon County,16.9,29.4,41395
NC,Madison County,20.9,29.1,37899
NC,Martin County,22.5,36.3,36543
NC,Mecklenburg County,14.3,19.1,57029
NC,Mitchell County,16.7,27.5,39955
NC,Montgomery County,19.9,31.3,39096
NC,Moore County,13.2,21.1,52139
NC,Nash County,18.1,25.9,43450
NC,New Hanover County,17.3,22.1,52456
NC,Northampton County,26.8,45.3,33301
NC,Onslow County,15.3,21.5,46144
NC,Orange County,14.3,13.1,61570
NC,Pamlico County,14.6,32.3,41004
NC,Pasquotank County,19.1,29.5,42171
NC,Pender County,14.8,21.9,49390
NC,Perquimans County,17.6,31.6,42337
NC,Person County,16.3,24,43917
NC,Pitt County,25.9,30.6,41909
NC,Polk County,13.5,24.1,45672
NC,Randolph County,16.4,25,43216
NC,Richmond County,28.7,42.8,33017
NC,Robeson County,30.6,41.9,32128
NC,Rockingham County,18.4,26.3,40148
NC,Rowan County,17.3,26.5,44862
NC,Rutherford County,19.2,29.6,36998
NC,Sampson County,21.4,29.5,40660
NC,Scotland County,29,44.4,35447
NC,Stanly County,17.1,25.1,44878
NC,Stokes County,15.3,22.8,42889
NC,Surry County,18.2,27,38408
NC,Swain County,16.2,26,36103
NC,Transylvania County,15.4,29.6,45792
NC,Tyrrell County,25,36.2,33759
NC,Union County,9.7,12.7,71690
NC,Vance County,24.6,37.3,32698
NC,Wake County,11.1,14.7,70629
NC,Warren County,27.3,37.1,34149
NC,Washington County,23.4,40.9,35146
NC,Watauga County,25.3,18.9,41762
NC,Wayne County,18.4,28.1,41161
NC,Wilkes County,18.7,27.4,40647
NC,Wilson County,19.9,30.3,41276
NC,Yadkin County,16.3,24.9,41208
NC,Yancey County,19.3,29.2,36418
ND,North Dakota,10.7,12.1,61674
ND,Adams County,10.1,12.4,48106
ND,Barnes County,12.4,13.5,51053
ND,Benson County,27.9,39,39969
ND,Billings County,7.1,5.9,76913
ND,Bottineau County,10.6,13.7,56645
ND,Bowman County,7.6,7.7,62892
ND,Burke County,8.4,11.1,68477
ND,Burleigh County,9,8.5,66057
ND,Cass County,10.7,10,55946
ND,Cavalier County,9.4,13,57200
ND,Dickey County,10.3,14.3,56325
ND,Divide County,8.6,11.2,62922
ND,Dunn County,9.9,12.2,73135
ND,Eddy County,11.3,15,47804
ND,Emmons County,13.9,16.2,46952
ND,Foster County,8.4,12,53408
ND,Golden Valley County,10.2,12.3,56948
ND,Grand Forks County,14.3,13.8,52022
ND,Grant County,15.6,18.4,40879
ND,Griggs County,10,9.5,47222
ND,Hettinger County,10.6,10.2,53403
ND,Kidder County,13.9,18.8,46800
ND,LaMoure County,10.9,13.3,58638
ND,Logan County,11.8,13.3,50047
ND,McHenry County,11.1,13,56351
ND,McIntosh County,12.5,16.4,48494
ND,McKenzie County,8.4,10.2,82906
ND,McLean County,10,12,62480
ND,Mercer County,7.2,7,75698
ND,Morton County,7.8,10.7,64260
ND,Mountrail County,11.2,14.6,65606
ND,Nelson County,11.6,16.5,48196
ND,Oliver County,10.2,17.5,65798
ND,Pembina County,8.8,11.2,58683
ND,Pierce County,16.1,17.3,43419
ND,Ramsey County,12,16.8,51607
ND,Ransom County,9.1,12.3,60122
ND,Renville County,7.6,8.1,65651
ND,Richland County,10.2,11.5,56942
ND,Rolette County,25.5,31.7,37634
ND,Sargent County,7.8,10.4,58626
ND,Sheridan County,17.6,18.7,38234
ND,Sioux County,40.4,45.1,32895
ND,Slope County,9,9,56833
ND,Stark County,7.5,8,76844
ND,Steele County,7.8,12.1,61352
ND,Stutsman County,11.4,14.2,54925
ND,Towner County,10.4,15.2,51561
ND,Traill County,9.5,9.7,54814
ND,Walsh County,10.8,13.3,51749
ND,Ward County,8.4,9.6,61170
ND,Wells County,10.4,11.7,51857
ND,Williams County,7.8,9.3,89860
OH,Ohio,14.8,21.2,51086
OH,Adams County,21.3,29.3,36609
OH,Allen County,15.5,23.4,49297
OH,Ashland County,14.1,20.1,48338
OH,Ashtabula County,18.6,28.6,44258
OH,Athens County,31.5,29.1,38400
OH,Auglaize County,8.7,11.5,58840
OH,Belmont County,14.6,21.1,45675
OH,Brown County,14.9,23.6,47202
OH,Butler County,14.4,18.3,58954
OH,Carroll County,13,20,52166
OH,Champaign County,10.8,16.2,58837
OH,Clark County,15.1,25.1,47651
OH,Clermont County,9.5,13.5,62214
OH,Clinton County,13.6,21.1,47055
OH,Columbiana County,14.7,22.3,42301
OH,Coshocton County,15.1,23.4,41643
OH,Crawford County,16.5,24.4,41471
OH,Cuyahoga County,18.2,26.2,45506
OH,Darke County,9.6,15.2,51131
OH,Defiance County,10.2,16.2,53936
OH,Delaware County,4.4,4.7,97679
OH,Erie County,12.7,22.3,48129
